Radius (kpc), Velocity (km/s)
4.588608109506751 237.6660143554893 15.0
4.925288271041065 232.12765239361542 15.0
5.754714634105013 240.32025877506476 15.0
6.30408225315964 245.56152576051971 15.0
6.7843811444078455 258.7697452698454 15.0
7.517538142697428 243.53205471509656 15.0
8.0 220.0 0.0
9.093558282208589 201.67750721591506 35.0
9.211656441717793 199.66485953563415 34.0
9.684049079754601 196.9560304163236 32.0
9.920245398773007 199.9038727304841 32.0
10.03834355828221 193.18165711694013 31.0
10.156441717791411 188.2327613673056 29.0
9.74478527607362 167.6763265520178 30.0
10.340490797546012 175.28304249924707 30.0
10.726993865030675 181.6237950466537 28.0
11.143251533742331 194.9697646769579 28.0
11.402147239263805 197.15811086272686 28.0
11.269938650306749 196.0569305625381 32.0
12.576687116564418 178.34199631197373 31.0
13.027607361963192 174.10563610940827 31.0
12.837423312883436 142.43847750407167 32.0
10.98312883435583 211.62034766973736 29.0
11.101226993865032 209.79126179612797 29.0
11.573619631901842 221.16684175432974 29.0
12.04601226993865 234.7143367705364 30.0
14.072085889570554 212.38688286959476 31.0
14.540490797546013 233.23017957509128 32.0
15.67116564417178 241.59796578402572 33.0
16.297239263803682 258.9762751377353 33.0
